,image_name,Good,Usable,Reject
42,51_left,0.1041981,0.77196014,0.111766
43,51_right,0.04514992,0.915999,0.07755589
44,52_left,0.043155525,0.9344547,0.060961
45,52_right,0.04428432,0.94745463,0.05189086
46,54_left,0.0247071,0.03905544,0.9542065
47,54_right,0.024716225,0.039130017,0.95414543
48,56_left,0.98729473,0.010204064,0.008346065
49,56_right,0.045225505,0.9436277,0.05449314
50,57_left,0.88956106,0.01479932,0.09511542
51,57_right,0.98154014,0.015391464,0.008366394
52,58_left,0.987591,0.009964736,0.008266589
53,58_right,0.9875909,0.009964675,0.008266581
54,59_left,0.36541167,0.60190433,0.018856749
55,59_right,0.98594254,0.011286925,0.008588932
56,60_left,0.37603366,0.60717124,0.015342187
57,60_right,0.13283533,0.8526653,0.032868255
58,62_left,0.9360565,0.052324694,0.014536932
59,62_right,0.24882667,0.7234188,0.028595764
60,64_left,0.98758847,0.009964887,0.008267828
61,64_right,0.986748,0.010686693,0.008352243
62,65_left,0.043549236,0.94986624,0.05105235
63,65_right,0.044023857,0.9481202,0.05200394
64,66_left,0.9863886,0.010443716,0.008934348
65,66_right,0.9875201,0.010010726,0.0082711205
66,67_left,0.025943767,0.048858188,0.9427199
67,67_right,0.02896966,0.6794039,0.38039985
68,70_left,0.025138138,0.04132266,0.95166403
69,70_right,0.04095352,0.9339312,0.06871573
70,72_left,0.92498463,0.054423615,0.010197078
71,72_right,0.9454603,0.04041668,0.0089509655
72,73_left,0.6333266,0.3149527,0.032222476
73,73_right,0.9875453,0.010003441,0.008264232
74,74_left,0.98753357,0.01001705,0.008263813
75,74_right,0.98753625,0.010013802,0.008266006
76,75_left,0.03855194,0.8094954,0.14399438
77,75_right,0.024710052,0.039176553,0.954061
78,78_left,0.6718648,0.24953559,0.022014404
79,78_right,0.22284003,0.5882434,0.102751814
80,79_left,0.040677488,0.91878396,0.07351987
81,79_right,0.04535641,0.94832546,0.04984393
82,81_left,0.3346266,0.60168993,0.02502764
83,81_right,0.9716905,0.023581346,0.009924178
84,82_left,0.08150823,0.88080573,0.05934892
85,82_right,0.17846908,0.70506346,0.05809122
86,84_left,0.059316892,0.92478466,0.054816354
87,84_right,0.9875875,0.0099624405,0.008269141
88,95_left,0.040373836,0.94010526,0.06364434
89,95_right,0.0280754,0.1463419,0.8411327
90,99_left,0.021991974,0.26529703,0.7681944
91,99_right,0.94410115,0.05026458,0.009311526
92,100_left,0.10117035,0.89622194,0.03325689
93,100_right,0.49933702,0.4821885,0.0319235
94,102_left,0.024980389,0.06234243,0.9284937
95,102_right,0.042563867,0.93328136,0.06257019
96,104_left,0.04704859,0.94326985,0.052280262
97,104_right,0.070165254,0.83136266,0.110516034
98,108_left,0.048175424,0.9451993,0.048181273
99,108_right,0.11276143,0.8781196,0.03172192
100,111_left,0.02648887,0.046982326,0.94522613
101,111_right,0.043468375,0.9442655,0.055049993
102,114_left,0.98742104,0.010088029,0.008283701
103,114_right,0.97888374,0.018144334,0.008207896
104,115_left,0.024685368,0.03909063,0.9541552
105,115_right,0.024581484,0.042912897,0.950141
106,117_left,0.043386366,0.9401754,0.06006457
107,117_right,0.04548685,0.94324404,0.054034535
108,119_left,0.10927713,0.87491333,0.038079187
109,119_right,0.93794996,0.05554634,0.009995974
110,122_left,0.9875882,0.009963781,0.0082688015
111,122_right,0.9874371,0.010099264,0.008273698
112,125_left,0.98594797,0.01103409,0.008571984
113,125_right,0.98759115,0.00996483,0.008266425
114,129_left,0.9875865,0.009969426,0.008265514
115,129_right,0.98759115,0.009964887,0.008266389
116,140_left,0.98759127,0.0099648535,0.008266381
117,140_right,0.9875875,0.009968321,0.0082651265
118,145_left,0.9714407,0.024462733,0.00952249
119,145_right,0.9784201,0.017712928,0.009384785
120,149_left,0.98759127,0.009964849,0.008266393
121,149_right,0.98759115,0.009964849,0.008266405
122,155_left,0.982229,0.0144136315,0.008921535
123,155_right,0.68432957,0.27672288,0.027742159
124,156_left,0.047708176,0.921984,0.07495201
125,156_right,0.07591544,0.912509,0.044590343
126,157_left,0.08026817,0.32079977,0.47546995
127,157_right,0.987591,0.009964745,0.008266573
128,159_left,0.026571639,0.038670342,0.9503954
129,159_right,0.024898022,0.03934712,0.9531635
130,161_left,0.9871733,0.01034379,0.008262172
131,161_right,0.9659268,0.02384749,0.011458141
132,162_left,0.98758626,0.009962845,0.008269721
133,162_right,0.98759127,0.009964849,0.008266397
134,163_left,0.65847415,0.20597672,0.07118416
135,163_right,0.04467733,0.94618964,0.052512184
136,164_left,0.045288086,0.94829404,0.05002282
137,164_right,0.98758954,0.009965865,0.008267304
138,167_left,0.0825363,0.8947584,0.05241876
139,167_right,0.97685754,0.018417463,0.010781496
140,169_left,0.9875907,0.009965375,0.0082661975
141,169_right,0.9875894,0.009966491,0.008266366
142,170_left,0.05065599,0.94327843,0.04559501
143,170_right,0.13595976,0.8621095,0.02506731
144,172_left,0.025157362,0.04335314,0.9494055
145,172_right,0.04243599,0.77189803,0.15314215
146,174_left,0.04814207,0.9365047,0.05631338
147,174_right,0.96014583,0.033333495,0.010669752
148,177_left,0.062853314,0.8878539,0.07764525
149,177_right,0.14381528,0.8260094,0.037498645
150,178_left,0.04310644,0.95029444,0.05123057
151,178_right,0.04023167,0.94324785,0.06081835
152,179_left,0.98709583,0.010379656,0.008353444
153,179_right,0.9875908,0.009964562,0.00826669
154,184_left,0.024657149,0.03894038,0.9544089
155,184_right,0.024660468,0.03894015,0.9544011
156,186_left,0.9875894,0.009966246,0.008267046
157,186_right,0.9875678,0.009986973,0.008263959
158,190_left,0.04855482,0.9434829,0.05008421
159,190_right,0.0429894,0.9490033,0.052234188
160,192_left,0.045342527,0.83649904,0.13823037
161,192_right,0.047370013,0.9452981,0.049965177
162,194_left,0.10647683,0.87193847,0.04382636
163,194_right,0.98641205,0.010901592,0.008469107
164,195_left,0.045984205,0.77345115,0.18117653
165,195_right,0.02472342,0.039426688,0.95382226
166,197_left,0.6443763,0.37101364,0.012460094
167,197_right,0.98758954,0.009966391,0.008266456
168,199_left,0.022546949,0.06924149,0.92575616
169,199_right,0.03915798,0.7683045,0.1665031
170,203_left,0.024683498,0.03894379,0.95435685
171,203_right,0.024428073,0.042685572,0.9515849
172,204_left,0.98758996,0.0099661285,0.008265799
173,204_right,0.98758715,0.00996913,0.008264353
174,208_left,0.98550874,0.011931549,0.007793675
175,208_right,0.987502,0.010048678,0.008260122
176,210_left,0.986498,0.011019665,0.008189211
177,210_right,0.6068284,0.40914077,0.012224537
178,211_left,0.20445009,0.76154363,0.05303091
179,211_right,0.04778011,0.73616827,0.2441485
180,214_left,0.038449228,0.77788424,0.16350661
181,214_right,0.043017667,0.94658524,0.05365721
182,216_left,0.9515867,0.042104226,0.008129057
183,216_right,0.02508159,0.038624268,0.95350033
184,217_left,0.9857159,0.012015159,0.007454781
185,217_right,0.20144865,0.7724501,0.032084268
186,218_left,0.98754907,0.010003092,0.008264736
187,218_right,0.9875908,0.009964726,0.008266624
188,219_left,0.024705134,0.039309826,0.95403486
189,219_right,0.04238144,0.944245,0.056973785
190,222_left,0.97643787,0.019659948,0.00909168
191,222_right,0.9856601,0.01155938,0.008509352
192,224_left,0.9875837,0.009968999,0.008267691
193,224_right,0.98704046,0.010336432,0.008464363
194,225_left,0.9875749,0.009980375,0.008265142
195,225_right,0.98757917,0.009961919,0.008274747
196,227_left,0.037890602,0.9200916,0.08344285
197,227_right,0.91154623,0.07151308,0.015606009
198,229_left,0.04421506,0.9474675,0.051937286
199,229_right,0.04628667,0.94525355,0.05154329
200,231_left,0.9787553,0.01819997,0.008419249
201,231_right,0.15619524,0.83986175,0.036188442
202,232_left,0.044076815,0.9486003,0.051448125
203,232_right,0.043118697,0.94115865,0.056904793
204,234_left,0.9874368,0.010088601,0.008288039
205,234_right,0.9875187,0.010022807,0.008280607
206,236_left,0.9875572,0.009969827,0.008282534
207,236_right,0.980375,0.016369846,0.008807399
208,239_left,0.08359461,0.8470806,0.08620834
209,239_right,0.038652726,0.67749894,0.33987805
210,240_left,0.98759043,0.009965017,0.008266722
211,240_right,0.98759127,0.009964849,0.008266386
212,241_left,0.9871262,0.01037921,0.008284387
213,241_right,0.98536485,0.011957362,0.008004448
214,242_left,0.05891696,0.9329051,0.044758216
215,242_right,0.047878254,0.9438186,0.04953882
216,244_left,0.9509341,0.039170388,0.013020318
217,244_right,0.02867473,0.055067375,0.9318015
218,249_left,0.9875908,0.009964613,0.008266702
219,249_right,0.9870258,0.010378622,0.0084061185
220,252_left,0.98583776,0.011269505,0.008781616
221,252_right,0.98758996,0.00996514,0.008267011
222,256_left,0.98753625,0.010025679,0.008236238
223,256_right,0.98501194,0.012443722,0.008024794
224,257_left,0.024819957,0.04074178,0.952174
225,257_right,0.025796175,0.05567677,0.9357458
226,258_left,0.9857211,0.011768594,0.007862098
227,258_right,0.03408053,0.802773,0.20722444
228,259_left,0.98759115,0.009964952,0.008266374
229,259_right,0.9875865,0.009968029,0.008267351
230,260_left,0.98758495,0.009968256,0.008268462
231,260_right,0.98749137,0.010059409,0.008253109
232,263_left,0.9875907,0.0099646365,0.008266733
233,263_right,0.98759127,0.0099648535,0.008266386
234,264_left,0.9825218,0.014125103,0.00921078
235,264_right,0.93790275,0.051331844,0.01270916
236,274_left,0.9865085,0.0101383515,0.008939023
237,274_right,0.9875887,0.00996428,0.008268012
238,277_left,0.0695703,0.8954961,0.06310755
239,277_right,0.07299616,0.8351441,0.11015746
240,279_left,0.024365226,0.10240692,0.8847323
241,279_right,0.44492996,0.54729813,0.02100361
242,280_left,0.9247878,0.062064692,0.010660766
243,280_right,0.1290388,0.7720665,0.06690193
244,283_left,0.027095184,0.10334056,0.887367
245,283_right,0.024984838,0.042484585,0.9501165
246,286_left,0.98757905,0.009976127,0.0082661435
247,286_right,0.98719436,0.01034057,0.008236375
248,288_left,0.9875907,0.009965375,0.008266201
249,288_right,0.98757833,0.009974803,0.008269787
250,289_left,0.5600382,0.35709304,0.037780963
251,289_right,0.050218888,0.62233365,0.30963364
252,294_left,0.039285854,0.90924066,0.08360367
253,294_right,0.040992092,0.563718,0.33891416
254,299_left,0.9855823,0.012010077,0.007731773
255,299_right,0.98759127,0.0099648535,0.008266386
256,301_left,0.044361737,0.93508863,0.061711527
257,301_right,0.9875909,0.009965028,0.008266444
258,307_left,0.2873632,0.67345804,0.022073027
259,307_right,0.056089815,0.93396264,0.047091525
260,310_left,0.05142606,0.93822354,0.05298046
261,310_right,0.98758906,0.009964298,0.008267781
262,311_left,0.19561054,0.7359253,0.048633553
263,311_right,0.9875886,0.00996317,0.008268301
264,314_left,0.043323368,0.80975276,0.14718302
265,314_right,0.06847625,0.8246109,0.11056603
266,316_left,0.04444597,0.9483735,0.0510936
267,316_right,0.044558745,0.9476069,0.051460207
268,317_left,0.039389558,0.90003705,0.09472463
269,317_right,0.023659905,0.18177432,0.8171306
270,318_left,0.028266314,0.08421977,0.9020351
271,318_right,0.9875908,0.009964783,0.0082666045
272,320_left,0.04368647,0.9476197,0.052864637
273,320_right,0.032071665,0.75764245,0.21833004
274,322_left,0.8352282,0.13493702,0.017141413
275,322_right,0.40167162,0.57722586,0.022543123
276,323_left,0.029434552,0.5846999,0.40316752
277,323_right,0.04344438,0.92319787,0.07153607
278,325_left,0.049887203,0.9443986,0.048556507
279,325_right,0.9678362,0.026419656,0.008588031
280,326_left,0.04617737,0.9473593,0.049465053
281,326_right,0.044474937,0.9484733,0.051123295
282,328_left,0.09548613,0.8852575,0.0555965
283,328_right,0.9869393,0.010508807,0.008374092
284,329_left,0.9862053,0.011113667,0.008521131
285,329_right,0.98759055,0.009965447,0.008266334
286,330_left,0.029813629,0.26145628,0.72916937
287,330_right,0.024678515,0.039948788,0.9534308
288,333_left,0.9875825,0.009972981,0.0082652485
289,333_right,0.9875909,0.009964661,0.0082666045
290,337_left,0.9875886,0.009966636,0.008266932
291,337_right,0.9875606,0.009975929,0.008279887
292,338_left,0.38578436,0.57015383,0.028291008
293,338_right,0.8746579,0.12095075,0.010392143
294,343_left,0.04020378,0.7422521,0.22840185
295,343_right,0.035119444,0.68846226,0.23925446
296,348_left,0.9875853,0.0099703735,0.008265591
297,348_right,0.6325907,0.05703761,0.19297506
298,349_left,0.98751336,0.010053384,0.008218076
299,349_right,0.98758787,0.0099678505,0.008266366
300,352_left,0.060362533,0.88445604,0.079742745
301,352_right,0.208332,0.7815033,0.02266724
302,355_left,0.98551625,0.010227289,0.009406754
303,355_right,0.9875896,0.009966006,0.008267085
304,356_left,0.9873262,0.010187173,0.008285245
305,356_right,0.32775363,0.65079856,0.04702184
306,358_left,0.03334454,0.66373277,0.2654316
307,358_right,0.052496243,0.93980384,0.049002055
308,360_left,0.9875866,0.009969492,0.008264982
309,360_right,0.9875871,0.00996681,0.008267828
310,363_left,0.9817764,0.01498164,0.008108525
311,363_right,0.974703,0.02069713,0.010125058
312,364_left,0.024774717,0.049783543,0.9425077
313,364_right,0.9523234,0.037191845,0.015173686
314,367_left,0.030687891,0.51523,0.4152551
315,367_right,0.024866853,0.068743944,0.9213992
316,374_left,0.044061217,0.9408998,0.056493923
317,374_right,0.03784919,0.034624808,0.9264114
318,375_left,0.03038172,0.146841,0.84042317
319,375_right,0.02466875,0.03892231,0.9543902
320,376_left,0.38323563,0.6287854,0.015187722
321,376_right,0.9047746,0.08186004,0.008164199
322,378_left,0.024702128,0.038981117,0.95429695
323,378_right,0.02731751,0.10202032,0.88187414
324,380_left,0.9873547,0.0098291505,0.008438714
325,380_right,0.029062051,0.18979648,0.8026012
326,381_left,0.96208227,0.03529903,0.0075753406
327,381_right,0.96294224,0.029796487,0.012521374
328,384_left,0.043489583,0.94007415,0.0589561
329,384_right,0.08788198,0.89772844,0.042062495
330,386_left,0.90064526,0.088154845,0.013610896
331,386_right,0.07578736,0.8660593,0.08924164
332,389_left,0.98759115,0.0099648675,0.008266397
333,389_right,0.98759043,0.009964322,0.008266987
334,391_left,0.039457627,0.88855857,0.113233
335,391_right,0.30840275,0.6974436,0.021330541
336,393_left,0.024821198,0.039645247,0.95350075
337,393_right,0.02469654,0.03900771,0.9542696
338,395_left,0.98758906,0.009966557,0.008266921
339,395_right,0.97811013,0.017003872,0.011306369
340,396_left,0.98718727,0.010177946,0.008462259
341,396_right,0.9874644,0.010059955,0.008298015
342,398_left,0.025201194,0.040228397,0.95203704
343,398_right,0.9875749,0.009960033,0.008276755
344,399_left,0.98333794,0.01314838,0.009417757
345,399_right,0.9832122,0.013442527,0.009384816
346,400_left,0.027885145,0.17214851,0.8120037
347,400_right,0.025521673,0.34502682,0.6371286
348,404_left,0.024658162,0.039039686,0.95429814
349,404_right,0.024701009,0.04034532,0.9531072
350,405_left,0.036489967,0.7312517,0.22795478
351,405_right,0.101727575,0.87130225,0.05084712
352,406_left,0.023390053,0.07051908,0.92413133
353,406_right,0.025452442,0.09921538,0.8902487
354,408_left,0.10186679,0.8991754,0.03714599
355,408_right,0.06975174,0.9172993,0.051134977
356,410_left,0.056383565,0.93383646,0.048633646
357,410_right,0.9875745,0.009978981,0.008267781
358,412_left,0.9872528,0.010210403,0.008383125
359,412_right,0.20985274,0.7531129,0.05042471
360,417_left,0.13118735,0.8522408,0.036009565
361,417_right,0.04633735,0.9464336,0.050585847
362,418_left,0.29009205,0.6703599,0.04069059
363,418_right,0.896319,0.07921183,0.026801275
364,419_left,0.9818179,0.01506962,0.008245131
365,419_right,0.41714093,0.572342,0.017528575
366,421_left,0.91310394,0.071201436,0.011762147
367,421_right,0.20319748,0.7173904,0.053537413
368,427_left,0.9875866,0.009964209,0.008270222
369,427_right,0.98758894,0.009966383,0.00826748
370,428_left,0.12502792,0.8846571,0.0347196
371,428_right,0.7409691,0.24849145,0.0094347345
372,430_left,0.98759115,0.009964783,0.008266459
373,430_right,0.9788558,0.017994592,0.0075221877
374,431_left,0.10154076,0.89212805,0.032983575
375,431_right,0.04247968,0.94301045,0.05739708
376,432_left,0.9669387,0.02003478,0.013504576
377,432_right,0.9806418,0.011614597,0.011929587
378,435_left,0.98759127,0.00996484,0.008266405
379,435_right,0.987591,0.0099649,0.00826655
380,437_left,0.9830236,0.014350609,0.007907718
381,437_right,0.98755604,0.009996394,0.008266866
382,438_left,0.9875901,0.009964026,0.008267269
383,438_right,0.9875717,0.009981082,0.008269048
384,439_left,0.024667604,0.038982324,0.954356
385,439_right,0.028412687,0.5609204,0.39705756
386,444_left,0.98757523,0.009957898,0.008278278
387,444_right,0.9875759,0.009974229,0.00827107
388,445_left,0.59786874,0.337877,0.032657072
389,445_right,0.98586166,0.011548413,0.008240438
390,446_left,0.10344324,0.879409,0.042622793
391,446_right,0.06361873,0.91862524,0.052587442
392,448_left,0.049456373,0.93020695,0.06311631
393,448_right,0.055654727,0.9220514,0.058070738
394,449_left,0.044004794,0.92276466,0.07187127
395,449_right,0.031087127,0.22661741,0.7642568
396,451_left,0.043850604,0.93569297,0.059855625
397,451_right,0.06589094,0.92433834,0.047804132
398,456_left,0.039544366,0.9424485,0.06087825
399,456_right,0.023567507,0.08029452,0.91076684
400,457_left,0.13988687,0.8431923,0.0293182
401,457_right,0.06414323,0.9298017,0.03794244
402,458_left,0.03574462,0.8127394,0.15337074
403,458_right,0.041584898,0.8228186,0.12241797
404,460_left,0.987591,0.009964877,0.008266514
405,460_right,0.9875907,0.009964473,0.008266792
406,465_left,0.025816392,0.1351572,0.8834822
407,465_right,0.98079234,0.01596232,0.008679756
408,466_left,0.024206866,0.09399812,0.89916074
409,466_right,0.024624458,0.1137522,0.88242054
410,467_left,0.070300564,0.9185197,0.04442615
411,467_right,0.488419,0.47051865,0.02448503
412,472_left,0.98643506,0.010919582,0.00845076
413,472_right,0.73294896,0.23929428,0.020860117
414,473_left,0.08068601,0.58686167,0.20699169
415,473_right,0.066043384,0.6663891,0.15993981
416,482_left,0.6770552,0.27752933,0.015473486
417,482_right,0.9685006,0.028537612,0.008063383
418,483_left,0.023998061,0.07272097,0.9176418
419,483_right,0.038810056,0.8374189,0.121533796
420,487_left,0.04472131,0.9489201,0.050162584
421,487_right,0.98707426,0.010460075,0.008107861
422,489_left,0.14258993,0.85898167,0.022067914
423,489_right,0.97917056,0.017836714,0.008300735
424,492_left,0.024978742,0.038747776,0.95383155
425,492_right,0.5037337,0.025355157,0.33660278
426,494_left,0.97598547,0.0206924,0.0071557015
427,494_right,0.056649547,0.9347668,0.047801524
428,495_left,0.98758894,0.009965874,0.008266784
429,495_right,0.9875842,0.00996946,0.008268399
430,497_left,0.98757565,0.00995676,0.008280138
431,497_right,0.98758906,0.009963725,0.008268074
432,498_left,0.025591325,0.03975981,0.9516767
433,498_right,0.044143304,0.9462175,0.05334989
434,502_left,0.98759115,0.009964821,0.008266417
435,502_right,0.9875565,0.0099532455,0.008289462
436,505_left,0.9127218,0.07535871,0.013714507
437,505_right,0.9875887,0.009963729,0.008268579
438,508_left,0.95258725,0.039733045,0.011883385
439,508_right,0.04002022,0.93827635,0.06615999
440,509_left,0.038384344,0.93478715,0.06811372
441,509_right,0.039826587,0.82863224,0.12581576
442,510_left,0.92941326,0.023885738,0.029385053
443,510_right,0.982241,0.012795036,0.010101601
444,511_left,0.9874763,0.010077635,0.00823514
445,511_right,0.9229671,0.030464368,0.033657882
446,513_left,0.024787934,0.039659902,0.953517
447,513_right,0.02465782,0.038937885,0.95440704
448,517_left,0.056034617,0.7654549,0.18074855
449,517_right,0.043226294,0.95061964,0.05082733
450,525_left,0.98759115,0.009964858,0.0082664015
451,525_right,0.98759043,0.009964364,0.00826696
452,527_left,0.44848797,0.5329168,0.019545928
453,527_right,0.9861486,0.011165579,0.008419361
454,528_left,0.9875129,0.010037072,0.008258176
455,528_right,0.98759127,0.0099648535,0.008266386
456,531_left,0.044545196,0.94914854,0.05015913
457,531_right,0.04776523,0.94558877,0.049053594
458,532_left,0.03788948,0.91451347,0.09330423
459,532_right,0.060247365,0.9303484,0.044278063
460,534_left,0.6264198,0.36892465,0.013271165
461,534_right,0.98752475,0.0100228675,0.008265822
462,551_left,0.024662774,0.0389366,0.9544
463,551_right,0.035789598,0.34999877,0.54769725
464,554_left,0.9874972,0.010029874,0.008307219
465,554_right,0.969301,0.022315057,0.012383848
466,556_left,0.9858088,0.011513418,0.008285758
467,556_right,0.9874161,0.010114979,0.008288101
468,557_left,0.03018478,0.22855659,0.7295359
469,557_right,0.98475975,0.012577995,0.008167833
470,558_left,0.95471203,0.028903246,0.014273465
471,558_right,0.97250754,0.021541102,0.011494769
472,560_left,0.055306632,0.9188826,0.059805047
473,560_right,0.3829544,0.6149685,0.027738879
474,563_left,0.024671476,0.039053116,0.9542815
475,563_right,0.041405335,0.9437099,0.057793353
476,566_left,0.04901315,0.9348798,0.058577165
477,566_right,0.0930793,0.8245265,0.08465955
478,568_left,0.1133834,0.8852049,0.031627793
479,568_right,0.07398491,0.91723424,0.041028302
480,575_left,0.98758847,0.009966891,0.008266898
481,575_right,0.98758554,0.00996954,0.008266932
482,579_left,0.6900378,0.2769018,0.013383288
483,579_right,0.7923178,0.19366854,0.010173311
484,596_left,0.8853796,0.10107523,0.0136188185
485,596_right,0.9812609,0.014843944,0.009738192
486,597_left,0.07932047,0.9091993,0.041599944
487,597_right,0.045948166,0.9476456,0.049886286
488,599_left,0.045231402,0.94591844,0.051462766
489,599_right,0.046354458,0.9438612,0.053675015
490,602_left,0.7532047,0.08695547,0.033461068
491,602_right,0.9485044,0.035677124,0.015476351
492,604_left,0.04712293,0.93919975,0.05477627
493,604_right,0.05045157,0.90799105,0.076547414
494,607_left,0.8449364,0.12121232,0.025044072
495,607_right,0.987328,0.010157128,0.008350964
496,609_left,0.102993295,0.87817127,0.0432403
497,609_right,0.6262166,0.35525578,0.012300787
498,611_left,0.04777537,0.94216686,0.051846616
499,611_right,0.037697595,0.88521814,0.10588062
500,613_left,0.026167184,0.34932053,0.62674284
501,613_right,0.025358392,0.103637524,0.8812908
502,615_left,0.98759127,0.009964849,0.0082664015
503,615_right,0.98759115,0.009964895,0.008266374
504,616_left,0.98757523,0.009979381,0.00826594
505,616_right,0.98399365,0.012975216,0.008799722
506,617_left,0.04064462,0.9412086,0.05958814
507,617_right,0.04021769,0.7796613,0.14862242
508,621_left,0.9834183,0.013365356,0.008661529
509,621_right,0.9023316,0.0832143,0.012696215
510,622_left,0.024683736,0.03905036,0.95426327
511,622_right,0.028163288,0.07500168,0.9124589
512,623_left,0.9829761,0.014145197,0.008363118
513,623_right,0.05772567,0.9305433,0.052474663
514,625_left,0.9788513,0.017817719,0.008596573
515,625_right,0.052526526,0.9401297,0.046246115
516,627_left,0.987591,0.0099649895,0.0082664285
517,627_right,0.9231834,0.06089011,0.008259926
518,632_left,0.038683027,0.90170914,0.10086372
519,632_right,0.041658357,0.9452728,0.056383256
520,634_left,0.9851623,0.0122874575,0.008163589
521,634_right,0.986801,0.010659137,0.008325981
522,636_left,0.98759127,0.009964849,0.008266386
523,636_right,0.98759127,0.0099648535,0.008266386
524,639_left,0.98756695,0.009982166,0.008271551
525,639_right,0.98742944,0.010109595,0.0082514
526,641_left,0.073678106,0.9034684,0.061825797
527,641_right,0.055768356,0.93811464,0.042134255
528,642_left,0.028604979,0.22147676,0.7622492
529,642_right,0.13695171,0.8329832,0.047679547
530,643_left,0.9874182,0.010061607,0.008326627
531,643_right,0.9875887,0.009967013,0.008266738
532,644_left,0.98759115,0.009964877,0.008266397
533,644_right,0.987591,0.009964745,0.008266523
534,645_left,0.9875789,0.009967592,0.008272909
535,645_right,0.98353255,0.01310027,0.009144373
536,650_left,0.98759127,0.009964877,0.008266389
537,650_right,0.98759127,0.009964849,0.008266389
538,660_left,0.024760148,0.111671366,0.9032646
539,660_right,0.024682177,0.038980428,0.95432377
540,662_left,0.987591,0.009964755,0.008266519
541,662_right,0.9875907,0.009965112,0.008266523
542,666_left,0.98758686,0.009967991,0.0082670385
543,666_right,0.98759115,0.00996484,0.008266409
544,668_left,0.83371884,0.15808849,0.014115717
545,668_right,0.9872541,0.010253682,0.008289246
546,669_left,0.024779381,0.03881627,0.95425624
547,669_right,0.5614867,0.39000013,0.018878685
548,670_left,0.024667775,0.03892742,0.95439816
549,670_right,0.025099302,0.040933758,0.9518937
550,673_left,0.10520896,0.8863348,0.03504481
551,673_right,0.18301113,0.8200102,0.026300896
552,677_left,0.74303764,0.23671629,0.020522641
553,677_right,0.9875894,0.009966326,0.008266726
554,678_left,0.98759115,0.009964801,0.008266448
555,678_right,0.98759127,0.0099648535,0.008266386
556,679_left,0.024636073,0.03918531,0.95417005
557,679_right,0.02465455,0.038940445,0.954413
558,681_left,0.98759115,0.009964895,0.008266366
559,681_right,0.98756707,0.009977069,0.008272584
560,682_left,0.98569435,0.011655822,0.008090056
561,682_right,0.9394869,0.031793192,0.020447455
562,685_left,0.02313307,0.049377963,0.9452433
563,685_right,0.026175344,0.5560116,0.50650144
564,686_left,0.024768518,0.03898936,0.9541214
565,686_right,0.024676535,0.039082386,0.95421
566,687_left,0.98656845,0.010703104,0.008668648
567,687_right,0.9871587,0.010285214,0.00841353
568,690_left,0.22384986,0.7564699,0.042685766
569,690_right,0.044267945,0.9472659,0.0524589
570,694_left,0.044519722,0.94821084,0.051124148
571,694_right,0.024688076,0.039390326,0.953869
572,696_left,0.041619822,0.8987292,0.101081856
573,696_right,0.04462338,0.93325806,0.06495082
574,698_left,0.040932514,0.9150479,0.07545768
575,698_right,0.042664655,0.9008312,0.081076056
576,700_left,0.0428657,0.9448075,0.055082794
577,700_right,0.047503494,0.9271116,0.05996198
578,702_left,0.9699602,0.027959712,0.0069295233
579,702_right,0.04462775,0.93833816,0.057886846
580,703_left,0.030154627,0.7939899,0.2268
581,703_right,0.30034792,0.6484772,0.027697422
